Cohort,CaptureYear,CaptureCov,CaptureSwitch,NPOPS,Comps
2004,2018,24,0,0,14575
2005,2018,24,0,0,14916
2006,2018,24,0,0,14817
2007,2018,24,0,0,14465
2008,2018,24,0,0,10593
2009,2018,24,0,0,9636
2010,2018,24,0,0,9933
2011,2018,24,0,0,9889
2012,2018,24,0,1,10483
2013,2018,24,0,0,9394
2014,2018,24,0,0,10428
2015,2018,24,0,0,8316
2016,2018,24,0,0,15939
2017,2018,24,0,0,16632
2003,2019,24,0,0,19755
2004,2019,24,0,0,19875
2005,2019,24,0,0,20340
2006,2019,24,0,0,20205
2007,2019,24,0,0,19725
2008,2019,24,0,0,14445
2009,2019,24,0,0,13140
2010,2019,24,0,0,13545
2011,2019,24,0,0,13485
2012,2019,24,0,0,14295
2013,2019,24,0,0,12810
2014,2019,24,0,0,14220
2015,2019,24,0,0,11340
2016,2019,24,0,0,21735
2017,2019,24,0,0,22680
2018,2019,24,0,0,20760
2003,2020,24,0,0,14487
2004,2020,24,0,0,14575
2005,2020,24,0,0,14916
2006,2020,24,0,0,14817
2007,2020,24,0,0,14465
2008,2020,24,0,0,10593
2009,2020,24,0,0,9636
2010,2020,24,0,0,9933
2011,2020,24,0,0,9889
2012,2020,24,0,0,10483
2013,2020,24,0,0,9394
2014,2020,24,0,0,10428
2015,2020,24,0,0,8316
2016,2020,24,0,0,15939
2017,2020,24,0,0,16632
2018,2020,24,0,1,15224
2019,2020,24,0,0,12936
2003,2021,24,0,0,3951
2004,2021,24,0,0,3975
2005,2021,24,0,0,4068
2006,2021,24,0,0,4041
2007,2021,24,0,0,3945
2008,2021,24,0,0,2889
2009,2021,24,0,0,2628
2010,2021,24,0,0,2709
2011,2021,24,0,0,2697
2012,2021,24,0,0,2859
2013,2021,24,0,0,2562
2014,2021,24,0,0,2844
2015,2021,24,0,0,2268
2016,2021,24,0,0,4347
2017,2021,24,0,0,4536
2018,2021,24,0,0,4152
2019,2021,24,0,0,3528
2020,2021,24,0,0,3429
2008,2010,25,0,0,1926
2009,2010,25,0,0,1752
2003,2011,25,0,0,9219
2004,2011,25,0,0,9275
2005,2011,25,0,0,9492
2006,2011,25,0,0,9429
2007,2011,25,0,0,9205
2008,2011,25,0,0,6741
2009,2011,25,0,0,6132
2010,2011,25,0,0,6321
2003,2013,25,0,1,9219
2004,2013,25,0,0,9275
2005,2013,25,0,0,9492
2006,2013,25,0,0,9429
2007,2013,25,0,0,9205
2008,2013,25,0,0,6741
2009,2013,25,0,0,6132
2010,2013,25,0,0,6321
2011,2013,25,0,0,6293
2012,2013,25,0,0,6671
2003,2014,25,0,0,10536
2004,2014,25,0,0,10600
2005,2014,25,0,0,10848
2006,2014,25,0,0,10776
2007,2014,25,0,0,10520
2008,2014,25,0,0,7704
2009,2014,25,0,0,7008
2010,2014,25,0,0,7224
2011,2014,25,0,1,7192
2012,2014,25,0,0,7624
2013,2014,25,0,0,6832
2003,2016,25,0,0,18438
2004,2016,25,0,0,18550
2005,2016,25,0,0,18984
2006,2016,25,0,0,18858
2007,2016,25,0,0,18410
2008,2016,25,0,0,13482
2009,2016,25,0,0,12264
2010,2016,25,0,0,12642
2011,2016,25,0,1,12586
2012,2016,25,0,0,13342
2013,2016,25,0,0,11956
2014,2016,25,0,0,13272
2015,2016,25,0,0,10584
2003,2017,25,0,0,18438
2004,2017,25,0,0,18550
2005,2017,25,0,0,18984
2006,2017,25,0,0,18858
2007,2017,25,0,0,18410
2008,2017,25,0,0,13482
2009,2017,25,0,0,12264
2010,2017,25,0,0,12642
2011,2017,25,0,0,12586
2012,2017,25,0,0,13342
2013,2017,25,0,0,11956
2014,2017,25,0,0,13272
2015,2017,25,0,0,10584
2016,2017,25,0,0,20286
2003,2018,25,0,0,14487
2004,2018,25,0,0,14575
2005,2018,25,0,0,14916
2006,2018,25,0,0,14817
2007,2018,25,0,0,14465
2008,2018,25,0,0,10593
2009,2018,25,0,0,9636
2010,2018,25,0,0,9933
2011,2018,25,0,0,9889
2012,2018,25,0,0,10483
2013,2018,25,0,0,9394
2014,2018,25,0,0,10428
2015,2018,25,0,0,8316
2016,2018,25,0,0,15939
2017,2018,25,0,0,16632
2003,2019,25,0,0,19755
2004,2019,25,0,0,19875
2005,2019,25,0,0,20340
2006,2019,25,0,0,20205
2007,2019,25,0,0,19725
2008,2019,25,0,0,14445
2009,2019,25,0,0,13140
2010,2019,25,0,0,13545
2011,2019,25,0,0,13485
2012,2019,25,0,0,14295
2013,2019,25,0,0,12810
2014,2019,25,0,0,14220
2015,2019,25,0,0,11340
2016,2019,25,0,0,21735
2017,2019,25,0,0,22680
2018,2019,25,0,0,20760
2003,2020,25,0,0,14487
2004,2020,25,0,0,14575
2005,2020,25,0,0,14916
2006,2020,25,0,0,14817
2007,2020,25,0,0,14465
2008,2020,25,0,0,10593
2009,2020,25,0,1,9636
2010,2020,25,0,0,9933
2011,2020,25,0,0,9889
2012,2020,25,0,0,10483
2013,2020,25,0,0,9394
2014,2020,25,0,0,10428
2015,2020,25,0,0,8316
2016,2020,25,0,0,15939
2017,2020,25,0,0,16632
2018,2020,25,0,0,15224
2019,2020,25,0,0,12936
2003,2021,25,0,0,2634
2004,2021,25,0,0,2650
2005,2021,25,0,0,2712
2006,2021,25,0,0,2694
2007,2021,25,0,0,2630
2008,2021,25,0,0,1926
2009,2021,25,0,0,1752
2010,2021,25,0,0,1806
2011,2021,25,0,0,1798
2012,2021,25,0,0,1906
2013,2021,25,0,0,1708
2014,2021,25,0,0,1896
2015,2021,25,0,0,1512
2016,2021,25,0,0,2898
2017,2021,25,0,0,3024
2018,2021,25,0,0,2768
2019,2021,25,0,0,2352
2020,2021,25,0,0,2286
2008,2010,26,0,0,1926
2009,2010,26,0,0,1752
2003,2011,26,0,0,3951
2004,2011,26,0,0,3975
2005,2011,26,0,0,4068
2006,2011,26,0,0,4041
2007,2011,26,0,0,3945
2008,2011,26,0,0,2889
2009,2011,26,0,0,2628
2010,2011,26,0,0,2709
2003,2013,26,0,0,2634
2004,2013,26,0,0,2650
2005,2013,26,0,0,2712
2006,2013,26,0,0,2694
2007,2013,26,0,0,2630
2008,2013,26,0,0,1926
2009,2013,26,0,0,1752
2010,2013,26,0,1,1806
2011,2013,26,0,0,1798
2012,2013,26,0,0,1906
2003,2014,26,0,0,3951
2004,2014,26,0,0,3975
2005,2014,26,0,0,4068
2006,2014,26,0,0,4041
2007,2014,26,0,0,3945
2008,2014,26,0,0,2889
2009,2014,26,0,0,2628
2010,2014,26,0,0,2709
2011,2014,26,0,0,2697
2012,2014,26,0,0,2859
2013,2014,26,0,0,2562
2003,2016,26,0,0,7902
2004,2016,26,0,0,7950
2005,2016,26,0,0,8136
2006,2016,26,0,0,8082
2007,2016,26,0,0,7890
2008,2016,26,0,0,5778
2009,2016,26,0,0,5256
2010,2016,26,0,0,5418
2011,2016,26,0,0,5394
2012,2016,26,0,0,5718
2013,2016,26,0,0,5124
2014,2016,26,0,0,5688
2015,2016,26,0,0,4536
2003,2017,26,0,0,21072
2004,2017,26,0,0,21200
2005,2017,26,0,0,21696
2006,2017,26,0,0,21552
2007,2017,26,0,0,21040
2008,2017,26,0,0,15408
2009,2017,26,0,0,14016
2010,2017,26,0,0,14448
2011,2017,26,0,0,14384
2012,2017,26,0,0,15248
2013,2017,26,0,0,13664
2014,2017,26,0,0,15168
2015,2017,26,0,0,12096
2016,2017,26,0,0,23184
2003,2018,26,0,0,11853
2004,2018,26,0,0,11925
2005,2018,26,0,0,12204
2006,2018,26,0,0,12123
2007,2018,26,0,0,11835
2008,2018,26,0,0,8667
2009,2018,26,0,0,7884
2010,2018,26,0,0,8127
2011,2018,26,0,0,8091
2012,2018,26,0,0,8577
2013,2018,26,0,0,7686
2014,2018,26,0,0,8532
2015,2018,26,0,0,6804
2016,2018,26,0,0,13041
2017,2018,26,0,0,13608
2003,2019,26,0,0,35559
2004,2019,26,0,0,35775
2005,2019,26,0,0,36612
2006,2019,26,0,0,36369
2007,2019,26,0,0,35505
2008,2019,26,0,0,26001
2009,2019,26,0,0,23652
2010,2019,26,0,1,24381
2011,2019,26,0,0,24273
2012,2019,26,0,0,25731
2013,2019,26,0,0,23058
2014,2019,26,0,0,25596
2015,2019,26,0,0,20412
2016,2019,26,0,0,39123
2017,2019,26,0,0,40824
2018,2019,26,0,0,37368
2003,2020,26,0,0,10536
2004,2020,26,0,0,10600
2005,2020,26,0,0,10848
2006,2020,26,0,0,10776
2007,2020,26,0,0,10520
2008,2020,26,0,0,7704
2009,2020,26,0,0,7008
2010,2020,26,0,0,7224
2011,2020,26,0,0,7192
2012,2020,26,0,0,7624
2013,2020,26,0,0,6832
2014,2020,26,0,0,7584
2015,2020,26,0,0,6048
2016,2020,26,0,0,11592
2017,2020,26,0,0,12096
2018,2020,26,0,0,11072
2019,2020,26,0,0,9408
2003,2021,26,0,0,1317
2004,2021,26,0,0,1325
2005,2021,26,0,0,1356
2006,2021,26,0,0,1347
2007,2021,26,0,0,1315
2008,2021,26,0,0,963
2009,2021,26,0,0,876
2010,2021,26,0,0,903
2011,2021,26,0,0,899
2012,2021,26,0,0,953
2013,2021,26,0,0,854
2014,2021,26,0,0,948
2015,2021,26,0,0,756
2016,2021,26,0,0,1449
2017,2021,26,0,0,1512
2018,2021,26,0,0,1384
2019,2021,26,0,0,1176
2020,2021,26,0,0,1143
2008,2010,27,0,0,1926
2009,2010,27,0,0,1752
2003,2011,27,0,0,5268
2004,2011,27,0,0,5300
2005,2011,27,0,0,5424
2006,2011,27,0,0,5388
2007,2011,27,0,0,5260
2008,2011,27,0,0,3852
2009,2011,27,0,0,3504
2010,2011,27,0,0,3612
2003,2013,27,0,0,3951
2004,2013,27,0,0,3975
2005,2013,27,0,0,4068
2006,2013,27,0,0,4041
2007,2013,27,0,0,3945
2008,2013,27,0,0,2889
2009,2013,27,0,0,2628
2010,2013,27,0,0,2709
2011,2013,27,0,0,2697
2012,2013,27,0,0,2859
2003,2014,27,0,0,2634
2004,2014,27,0,0,2650
2005,2014,27,0,0,2712
2006,2014,27,0,0,2694
2007,2014,27,0,0,2630
2008,2014,27,0,0,1926
2009,2014,27,0,0,1752
2010,2014,27,0,0,1806
2011,2014,27,0,0,1798
2012,2014,27,0,1,1906
2013,2014,27,0,0,1708
2003,2016,27,0,0,3951
2004,2016,27,0,0,3975
2005,2016,27,0,0,4068
2006,2016,27,0,0,4041
2007,2016,27,0,0,3945
2008,2016,27,0,0,2889
2009,2016,27,0,0,2628
2010,2016,27,0,0,2709
2011,2016,27,0,0,2697
2012,2016,27,0,0,2859
2013,2016,27,0,0,2562
2014,2016,27,0,0,2844
2015,2016,27,0,0,2268
2003,2017,27,0,0,9219
2004,2017,27,0,0,9275
2005,2017,27,0,0,9492
2006,2017,27,0,0,9429
2007,2017,27,0,0,9205
2008,2017,27,0,0,6741
2009,2017,27,0,0,6132
2010,2017,27,0,0,6321
2011,2017,27,0,0,6293
2012,2017,27,0,0,6671
2013,2017,27,0,1,5978
2014,2017,27,0,0,6636
2015,2017,27,0,0,5292
2016,2017,27,0,0,10143
2003,2018,27,0,0,5268
2004,2018,27,0,0,5300
2005,2018,27,0,0,5424
2006,2018,27,0,0,5388
2007,2018,27,0,0,5260
2008,2018,27,0,0,3852
2009,2018,27,0,0,3504
2010,2018,27,0,0,3612
2011,2018,27,0,0,3596
2012,2018,27,0,0,3812
2013,2018,27,0,0,3416
2014,2018,27,0,0,3792
2015,2018,27,0,0,3024
2016,2018,27,0,0,5796
2017,2018,27,0,0,6048
2003,2019,27,0,0,14487
2004,2019,27,0,0,14575
2005,2019,27,0,0,14916
2006,2019,27,0,0,14817
2007,2019,27,0,0,14465
2008,2019,27,0,0,10593
2009,2019,27,0,0,9636
2010,2019,27,0,0,9933
2011,2019,27,0,0,9889
2012,2019,27,0,0,10483
2013,2019,27,0,0,9394
2014,2019,27,0,0,10428
2015,2019,27,0,0,8316
2016,2019,27,0,0,15939
2017,2019,27,0,1,16632
2018,2019,27,0,0,15224
2003,2020,27,0,0,7902
2004,2020,27,0,0,7950
2005,2020,27,0,0,8136
2006,2020,27,0,0,8082
2007,2020,27,0,0,7890
2008,2020,27,0,0,5778
2009,2020,27,0,0,5256
2010,2020,27,0,0,5418
2011,2020,27,0,0,5394
2012,2020,27,0,0,5718
2013,2020,27,0,0,5124
2014,2020,27,0,0,5688
2015,2020,27,0,0,4536
2016,2020,27,0,0,8694
2017,2020,27,0,0,9072
2018,2020,27,0,0,8304
2019,2020,27,0,0,7056
2003,2021,27,0,0,2634
2004,2021,27,0,0,2650
2005,2021,27,0,0,2712
2006,2021,27,0,0,2694
2007,2021,27,0,0,2630
2008,2021,27,0,0,1926
2009,2021,27,0,0,1752
2010,2021,27,0,0,1806
2011,2021,27,0,0,1798
2012,2021,27,0,0,1906
2013,2021,27,0,0,1708
2014,2021,27,0,0,1896
2015,2021,27,0,0,1512
2016,2021,27,0,0,2898
2017,2021,27,0,0,3024
2018,2021,27,0,0,2768
2019,2021,27,0,0,2352
2020,2021,27,0,0,2286
2008,2010,28,0,0,3852
2009,2010,28,0,0,3504
2003,2011,28,0,0,1317
2004,2011,28,0,0,1325
2005,2011,28,0,0,1356
2006,2011,28,0,0,1347
2007,2011,28,0,0,1315
2008,2011,28,0,0,963
2009,2011,28,0,0,876
2010,2011,28,0,0,903
2003,2013,28,0,0,3951
2004,2013,28,0,0,3975
2005,2013,28,0,0,4068
2006,2013,28,0,0,4041
2007,2013,28,0,0,3945
2008,2013,28,0,0,2889
2009,2013,28,0,0,2628
2010,2013,28,0,0,2709
2011,2013,28,0,0,2697
2012,2013,28,0,0,2859
2003,2016,28,0,0,2634
2004,2016,28,0,0,2650
2005,2016,28,0,0,2712
2006,2016,28,0,0,2694
2007,2016,28,0,0,2630
2008,2016,28,0,0,1926
2009,2016,28,0,0,1752
2010,2016,28,0,0,1806
2011,2016,28,0,0,1798
2012,2016,28,0,0,1906
2013,2016,28,0,0,1708
2014,2016,28,0,0,1896
2015,2016,28,0,0,1512
2003,2017,28,0,0,5268
2004,2017,28,0,0,5300
2005,2017,28,0,0,5424
2006,2017,28,0,0,5388
2007,2017,28,0,0,5260
2008,2017,28,0,0,3852
2009,2017,28,0,0,3504
2010,2017,28,0,0,3612
2011,2017,28,0,0,3596
2012,2017,28,0,0,3812
2013,2017,28,0,0,3416
2014,2017,28,0,0,3792
2015,2017,28,0,0,3024
2016,2017,28,0,0,5796
2003,2018,28,0,0,6585
2004,2018,28,0,0,6625
2005,2018,28,0,0,6780
2006,2018,28,0,0,6735
2007,2018,28,0,0,6575
2008,2018,28,0,0,4815
2009,2018,28,0,0,4380
2010,2018,28,0,0,4515
2011,2018,28,0,0,4495
2012,2018,28,0,0,4765
2013,2018,28,0,0,4270
2014,2018,28,0,0,4740
2015,2018,28,0,0,3780
2016,2018,28,0,0,7245
2017,2018,28,0,0,7560
2003,2019,28,0,0,13170
2004,2019,28,0,0,13250
2005,2019,28,0,0,13560
2006,2019,28,0,0,13470
2007,2019,28,0,0,13150
2008,2019,28,0,0,9630
2009,2019,28,0,0,8760
2010,2019,28,0,0,9030
2011,2019,28,0,0,8990
2012,2019,28,0,0,9530
2013,2019,28,0,0,8540
2014,2019,28,0,0,9480
2015,2019,28,0,1,7560
2016,2019,28,0,0,14490
2017,2019,28,0,0,15120
2018,2019,28,0,0,13840
2003,2020,28,0,0,7902
2004,2020,28,0,0,7950
2005,2020,28,0,0,8136
2006,2020,28,0,0,8082
2007,2020,28,0,0,7890
2008,2020,28,0,0,5778
2009,2020,28,0,0,5256
2010,2020,28,0,0,5418
2011,2020,28,0,0,5394
2012,2020,28,0,0,5718
2013,2020,28,0,0,5124
2014,2020,28,0,0,5688
2015,2020,28,0,0,4536
2016,2020,28,0,0,8694
2017,2020,28,0,0,9072
2018,2020,28,0,0,8304
2019,2020,28,0,0,7056
2003,2021,28,0,0,2634
2004,2021,28,0,0,2650
2005,2021,28,0,0,2712
2006,2021,28,0,0,2694
2007,2021,28,0,0,2630
2008,2021,28,0,0,1926
2009,2021,28,0,0,1752
2010,2021,28,0,0,1806
2011,2021,28,0,0,1798
2012,2021,28,0,0,1906
2013,2021,28,0,0,1708
2014,2021,28,0,0,1896
2015,2021,28,0,0,1512
2016,2021,28,0,0,2898
2017,2021,28,0,0,3024
2018,2021,28,0,0,2768
2019,2021,28,0,0,2352
2020,2021,28,0,0,2286
2008,2010,29,0,0,963
2009,2010,29,0,0,876
2003,2013,29,0,0,1317
2004,2013,29,0,0,1325
2005,2013,29,0,0,1356
2006,2013,29,0,0,1347
2007,2013,29,0,0,1315
2008,2013,29,0,0,963
2009,2013,29,0,0,876
2010,2013,29,0,0,903
2011,2013,29,0,0,899
2012,2013,29,0,0,953
2003,2014,29,0,0,2634
2004,2014,29,0,0,2650
2005,2014,29,0,0,2712
2006,2014,29,0,0,2694
2007,2014,29,0,0,2630
2008,2014,29,0,0,1926
2009,2014,29,0,0,1752
2010,2014,29,0,0,1806
2011,2014,29,0,0,1798
2012,2014,29,0,0,1906
2013,2014,29,0,0,1708
2003,2016,29,0,0,2634
2004,2016,29,0,0,2650
2005,2016,29,0,0,2712
2006,2016,29,0,0,2694
2007,2016,29,0,0,2630
2008,2016,29,0,0,1926
2009,2016,29,0,0,1752
2010,2016,29,0,0,1806
2011,2016,29,0,0,1798
2012,2016,29,0,0,1906
2013,2016,29,0,0,1708
2014,2016,29,0,0,1896
2015,2016,29,0,0,1512
2003,2017,29,0,0,2634
2004,2017,29,0,0,2650
2005,2017,29,0,0,2712
2006,2017,29,0,0,2694
2007,2017,29,0,0,2630
2008,2017,29,0,0,1926
2009,2017,29,0,0,1752
2010,2017,29,0,0,1806
2011,2017,29,0,0,1798
2012,2017,29,0,0,1906
2013,2017,29,0,0,1708
2014,2017,29,0,0,1896
2015,2017,29,0,0,1512
2016,2017,29,0,0,2898
2003,2019,29,0,0,6585
2004,2019,29,0,0,6625
2005,2019,29,0,0,6780
2006,2019,29,0,0,6735
2007,2019,29,0,0,6575
2008,2019,29,0,0,4815
2009,2019,29,0,0,4380
2010,2019,29,0,0,4515
2011,2019,29,0,0,4495
2012,2019,29,0,0,4765
2013,2019,29,0,0,4270
2014,2019,29,0,0,4740
2015,2019,29,0,0,3780
2016,2019,29,0,0,7245
2017,2019,29,0,0,7560
2018,2019,29,0,0,6920
2003,2020,29,0,0,3951
2004,2020,29,0,0,3975
2005,2020,29,0,0,4068
2006,2020,29,0,0,4041
2007,2020,29,0,0,3945
2008,2020,29,0,0,2889
2009,2020,29,0,0,2628
2010,2020,29,0,0,2709
2011,2020,29,0,0,2697
2012,2020,29,0,0,2859
2013,2020,29,0,0,2562
2014,2020,29,0,0,2844
2015,2020,29,0,0,2268
2016,2020,29,0,0,4347
2017,2020,29,0,0,4536
2018,2020,29,0,0,4152
2019,2020,29,0,0,3528
2008,2010,30,0,0,4815
2009,2010,30,0,0,4380
2003,2011,30,0,0,10536
2004,2011,30,0,0,10600
2005,2011,30,0,0,10848
2006,2011,30,0,0,10776
2007,2011,30,0,0,10520
2008,2011,30,0,0,7704
2009,2011,30,0,0,7008
2010,2011,30,0,0,7224
2003,2013,30,0,0,3951
2004,2013,30,0,0,3975
2005,2013,30,0,0,4068
2006,2013,30,0,0,4041
2007,2013,30,0,0,3945
2008,2013,30,0,0,2889
2009,2013,30,0,0,2628
2010,2013,30,0,0,2709
2011,2013,30,0,0,2697
2012,2013,30,0,0,2859
2003,2014,30,0,0,1317
2004,2014,30,0,0,1325
2005,2014,30,0,0,1356
2006,2014,30,0,0,1347
2007,2014,30,0,0,1315
2008,2014,30,0,0,963
2009,2014,30,0,0,876
2010,2014,30,0,0,903
2011,2014,30,0,0,899
2012,2014,30,0,0,953
2013,2014,30,0,0,854
2003,2016,30,0,0,3951
2004,2016,30,0,0,3975
2005,2016,30,0,0,4068
2006,2016,30,0,0,4041
2007,2016,30,0,0,3945
2008,2016,30,0,0,2889
2009,2016,30,0,0,2628
2010,2016,30,0,0,2709
2011,2016,30,0,0,2697
2012,2016,30,0,0,2859
2013,2016,30,0,0,2562
2014,2016,30,0,0,2844
2015,2016,30,0,0,2268
2003,2017,30,0,0,5268
2004,2017,30,0,0,5300
2005,2017,30,0,0,5424
2006,2017,30,0,0,5388
2007,2017,30,0,0,5260
2008,2017,30,0,0,3852
2009,2017,30,0,0,3504
2010,2017,30,0,0,3612
2011,2017,30,0,0,3596
2012,2017,30,0,0,3812
2013,2017,30,0,0,3416
2014,2017,30,0,0,3792
2015,2017,30,0,0,3024
2016,2017,30,0,0,5796
2003,2018,30,0,0,3951
2004,2018,30,0,0,3975
2005,2018,30,0,0,4068
2006,2018,30,0,0,4041
2007,2018,30,0,0,3945
2008,2018,30,0,0,2889
2009,2018,30,0,0,2628
2010,2018,30,0,0,2709
2011,2018,30,0,0,2697
2012,2018,30,0,0,2859
2013,2018,30,0,0,2562
2014,2018,30,0,0,2844
2015,2018,30,0,0,2268
2016,2018,30,0,0,4347
2017,2018,30,0,0,4536
2003,2019,30,0,0,15804
2004,2019,30,0,0,15900
2005,2019,30,0,0,16272
2006,2019,30,0,0,16164
2007,2019,30,0,0,15780
2008,2019,30,0,0,11556
2009,2019,30,0,1,10512
2010,2019,30,0,0,10836
2011,2019,30,0,0,10788
2012,2019,30,0,0,11436
2013,2019,30,0,0,10248
2014,2019,30,0,0,11376
2015,2019,30,0,0,9072
2016,2019,30,0,0,17388
2017,2019,30,0,0,18144
2018,2019,30,0,0,16608
2003,2020,30,0,0,9219
2004,2020,30,0,0,9275
2005,2020,30,0,0,9492
2006,2020,30,0,0,9429
2007,2020,30,0,0,9205
2008,2020,30,0,0,6741
2009,2020,30,0,0,6132
2010,2020,30,0,0,6321
2011,2020,30,0,0,6293
2012,2020,30,0,0,6671
2013,2020,30,0,0,5978
2014,2020,30,0,0,6636
2015,2020,30,0,0,5292
2016,2020,30,0,0,10143
2017,2020,30,0,0,10584
2018,2020,30,0,0,9688
2019,2020,30,0,0,8232
2003,2021,30,0,0,2634
2004,2021,30,0,0,2650
2005,2021,30,0,0,2712
2006,2021,30,0,0,2694
2007,2021,30,0,0,2630
2008,2021,30,0,0,1926
2009,2021,30,0,0,1752
2010,2021,30,0,0,1806
2011,2021,30,0,0,1798
2012,2021,30,0,1,1906
2013,2021,30,0,0,1708
2014,2021,30,0,0,1896
2015,2021,30,0,0,1512
2016,2021,30,0,0,2898
2017,2021,30,0,0,3024
2018,2021,30,0,0,2768
2019,2021,30,0,0,2352
2020,2021,30,0,0,2286
2003,2019,1,1,0,1317
2004,2019,1,1,0,1325
2005,2019,1,1,0,1356
2006,2019,1,1,0,1347
2007,2019,1,1,0,1315
2008,2019,1,1,0,963
2009,2019,1,1,0,876
2010,2019,1,1,0,903
2011,2019,1,1,0,899
2012,2019,1,1,0,953
2013,2019,1,1,0,854
2014,2019,1,1,0,948
2015,2019,1,1,0,756
2016,2019,1,1,0,1449
2017,2019,1,1,0,1512
2018,2019,1,1,0,1384
2003,2019,2,1,0,1317
2004,2019,2,1,0,1325
2005,2019,2,1,0,1356
2006,2019,2,1,0,1347
2007,2019,2,1,0,1315
2008,2019,2,1,0,963
2009,2019,2,1,0,876
2010,2019,2,1,0,903
2011,2019,2,1,0,899
2012,2019,2,1,0,953
2013,2019,2,1,0,854
2014,2019,2,1,0,948
2015,2019,2,1,0,756
2016,2019,2,1,0,1449
2017,2019,2,1,0,1512
2018,2019,2,1,0,1384
2003,2012,2,1,0,1317
2004,2012,2,1,0,1325
2005,2012,2,1,0,1356
2006,2012,2,1,0,1347
2007,2012,2,1,0,1315
2008,2012,2,1,0,963
2009,2012,2,1,0,876
2010,2012,2,1,0,903
2011,2012,2,1,0,899
2003,2014,2,1,0,1317
2004,2014,2,1,0,1325
2005,2014,2,1,0,1356
2006,2014,2,1,0,1347
2007,2014,2,1,0,1315
2008,2014,2,1,0,963
2009,2014,2,1,0,876
2010,2014,2,1,0,903
2011,2014,2,1,0,899
2012,2014,2,1,0,953
2013,2014,2,1,0,854
2003,2013,3,1,0,1317
2004,2013,3,1,0,1325
2005,2013,3,1,0,1356
2006,2013,3,1,0,1347
2007,2013,3,1,0,1315
2008,2013,3,1,0,963
2009,2013,3,1,0,876
2010,2013,3,1,0,903
2011,2013,3,1,0,899
2012,2013,3,1,0,953
2003,2012,3,1,0,2634
2004,2012,3,1,0,2650
2005,2012,3,1,0,2712
2006,2012,3,1,0,2694
2007,2012,3,1,0,2630
2008,2012,3,1,0,1926
2009,2012,3,1,0,1752
2010,2012,3,1,0,1806
2011,2012,3,1,0,1798
2003,2013,3,1,0,1317
2004,2013,3,1,0,1325
2005,2013,3,1,0,1356
2006,2013,3,1,0,1347
2007,2013,3,1,0,1315
2008,2013,3,1,0,963
2009,2013,3,1,0,876
2010,2013,3,1,0,903
2011,2013,3,1,0,899
2012,2013,3,1,0,953
2003,2014,3,1,0,1317
2004,2014,3,1,0,1325
2005,2014,3,1,0,1356
2006,2014,3,1,0,1347
2007,2014,3,1,0,1315
2008,2014,3,1,0,963
2009,2014,3,1,0,876
2010,2014,3,1,0,903
2011,2014,3,1,0,899
2012,2014,3,1,0,953
2013,2014,3,1,0,854
2003,2012,3,1,0,1317
2004,2012,3,1,0,1325
2005,2012,3,1,0,1356
2006,2012,3,1,0,1347
2007,2012,3,1,0,1315
2008,2012,3,1,0,963
2009,2012,3,1,0,876
2010,2012,3,1,0,903
2011,2012,3,1,0,899
2003,2013,3,1,0,1317
2004,2013,3,1,0,1325
2005,2013,3,1,0,1356
2006,2013,3,1,0,1347
2007,2013,3,1,0,1315
2008,2013,3,1,0,963
2009,2013,3,1,0,876
2010,2013,3,1,0,903
2011,2013,3,1,0,899
2012,2013,3,1,0,953
2003,2014,3,1,0,5268
2004,2014,3,1,0,5300
2005,2014,3,1,0,5424
2006,2014,3,1,0,5388
2007,2014,3,1,0,5260
2008,2014,3,1,0,3852
2009,2014,3,1,0,3504
2010,2014,3,1,0,3612
2011,2014,3,1,0,3596
2012,2014,3,1,0,3812
2013,2014,3,1,0,3416
2003,2019,3,1,0,6585
2004,2019,3,1,0,6625
2005,2019,3,1,0,6780
2006,2019,3,1,0,6735
2007,2019,3,1,0,6575
2008,2019,3,1,0,4815
2009,2019,3,1,0,4380
2010,2019,3,1,0,4515
2011,2019,3,1,0,4495
2012,2019,3,1,0,4765
2013,2019,3,1,0,4270
2014,2019,3,1,0,4740
2015,2019,3,1,0,3780
2016,2019,3,1,0,7245
2017,2019,3,1,0,7560
2018,2019,3,1,0,6920
2003,2012,3,1,0,1317
2004,2012,3,1,0,1325
2005,2012,3,1,0,1356
2006,2012,3,1,0,1347
2007,2012,3,1,0,1315
2008,2012,3,1,0,963
2009,2012,3,1,0,876
2010,2012,3,1,0,903
2011,2012,3,1,0,899
2003,2013,3,1,0,2634
2004,2013,3,1,0,2650
2005,2013,3,1,0,2712
2006,2013,3,1,0,2694
2007,2013,3,1,0,2630
2008,2013,3,1,0,1926
2009,2013,3,1,0,1752
2010,2013,3,1,0,1806
2011,2013,3,1,0,1798
2012,2013,3,1,0,1906
2003,2019,3,1,0,7902
2004,2019,3,1,0,7950
2005,2019,3,1,0,8136
2006,2019,3,1,0,8082
2007,2019,3,1,0,7890
2008,2019,3,1,0,5778
2009,2019,3,1,0,5256
2010,2019,3,1,0,5418
2011,2019,3,1,0,5394
2012,2019,3,1,0,5718
2013,2019,3,1,0,5124
2014,2019,3,1,0,5688
2015,2019,3,1,0,4536
2016,2019,3,1,0,8694
2017,2019,3,1,0,9072
2018,2019,3,1,0,8304
2003,2013,4,1,0,2634
2004,2013,4,1,0,2650
2005,2013,4,1,0,2712
2006,2013,4,1,0,2694
2007,2013,4,1,0,2630
2008,2013,4,1,0,1926
